Instrument,Company Name,Sector,Clusters,Valuation Score,Fundamental Score,Momentum Score,Short Term Score,Long Term Score
GBCI.OQ,GLACIER BANCORP,Financials,5,58.099999999999994,53.779999999999994,48.46,50.71,54.17999999999999
AMSF.OQ,AMERISAFE,Financials,5,67.34,59.78,43.26,49.35,58.67
SAMG.OQ,SILVRCST AST MAN,Financials,1,65.86,73.34,51.31,56.8,64.84
FITB.OQ,FIFTH THR BNCP,Financials,5,68.5,50.5,41.64,47.0,55.489999999999995
LCNB.OQ,LCNB CORP CS,Financials,5,70.87,53.25,38.36,45.47,56.58
HFWA.OQ,HERITAGE FINL,Financials,5,68.93,51.64,39.0,45.39,55.400000000000006
RLI.N,RLI CORP,Financials,5,49.2,58.85,52.300000000000004,52.82,53.349999999999994
PFG.OQ,PRINCIPAL FNANCL,Financials,5,70.69,51.65,36.22,43.7,55.410000000000004
FCFS.OQ,FIRSTCASH INC,Financials,5,57.989999999999995,56.39999999999999,33.33,40.489999999999995,51.27
EQH.N,EQUITABL HOL ORD,Financials,5,52.27,52.059999999999995,38.080000000000005,42.309999999999995,48.65
FMAO.OQ,FRMRS MRCHNT BNC,Financials,5,75.7,57.19,39.629999999999995,47.67,60.199999999999996
LPLA.OQ,LPL FINANCL HOLD,Financials,5,55.21,54.98,54.37,54.58,54.92
EGBN.OQ,EAGLE BANCORP,Financials,5,73.78,52.96999999999999,40.589999999999996,47.43,58.199999999999996
PIPR.N,PIPER SANDLR ORD,Financials,5,70.36,53.25,53.2,55.779999999999994,60.08
MC.N,MOELIS & COMPANY,Financials,1,64.86,53.25,72.18,68.24,62.629999999999995
FCNCA.OQ,FIRST CITIZEN A,Financials,1,63.160000000000004,53.25,54.71,55.76,57.58
DFS.N,DISCOVER FINANC,Financials,1,59.28,61.56,41.730000000000004,47.33,55.69
BMTC.OQ,BRYN MAWR TR,Financials,5,69.21000000000001,53.38,38.03,45.01,55.879999999999995
FCBP.OQ,FIRST CHCE BKCRP,Financials,5,70.98,53.910000000000004,35.05,43.269999999999996,56.02
STFC.OQ,STATE AUTO,Financials,5,38.0,54.58,29.89,34.81,41.78
FDS.N,FACTSET RESRCH,Financials,5,48.370000000000005,56.08,47.22,48.72,50.78
LOB.OQ,LIVE OAK BANSHAS,Financials,4,53.300000000000004,57.58,78.92,71.88,61.21
MTB.N,M&T BANK CRP,Financials,5,68.21000000000001,53.410000000000004,34.449999999999996,42.35,54.59
AJG.N,ARTHUR J GALLAGR,Financials,5,52.559999999999995,57.769999999999996,51.739999999999995,52.769999999999996,54.17999999999999
NDAQ.OQ,NASDAQ INC,Financials,1,53.21,48.02,54.690000000000005,53.47,51.76
AMNB.OQ,AMER NATL BKSHR,Financials,5,74.89,51.04,31.97,41.27,55.81
CMA.N,COMERICA INC,Financials,5,62.94,49.4,34.89,41.28,51.190000000000005
CFFI.OQ,C&F FINANCIAL,Financials,5,82.8,53.25,38.5,47.36,61.38
USB.N,US BANCORP,Financials,5,70.57,53.18000000000001,33.800000000000004,42.22,55.28999999999999
OPRT.OQ,OPORTUN FNCL CRP,Financials,5,36.08,50.79,26.06,31.269999999999996,38.73
CATC.OQ,CAMBRIDGE BANCRP,Financials,5,71.57,56.87,46.64,51.92,60.19
CIM.N,CHIMERA INVSTMNT,Financials,5,59.099999999999994,52.339999999999996,25.55,34.599999999999994,48.35
CFR.N,CULLEN FROST,Financials,5,57.13,49.08,39.25,43.4,49.84
RDN.N,RADIAN GROUP,Financials,5,75.14,53.010000000000005,30.95,40.89,56.35
WRLD.OQ,WORLD ACCEPT,Financials,5,60.34,55.84,55.1,56.00000000000001,57.46
AGM.N,FED AGRCULTL MRT,Financials,5,57.05,53.25,42.49,46.29,52.080000000000005
MKTX.OQ,MARKETAXESS,Financials,4,43.59,57.879999999999995,65.69,61.199999999999996,54.120000000000005
WRB.N,W R BERKLEY CP,Financials,5,58.56,55.32,39.900000000000006,45.01,52.76
ESXB.OQ,COMMUNITY BANKER,Financials,5,75.92999999999999,50.91,34.22,42.980000000000004,56.74
IBOC.OQ,INTL BANCSHARES,Financials,5,73.3,53.25,38.96,46.25,57.699999999999996
VRTS.OQ,VIRTUS INVS PART,Financials,4,51.49,61.739999999999995,79.86999999999999,72.89,62.17
CNS.N,COHEN & STEERS,Financials,5,54.010000000000005,57.86,40.699999999999996,45.269999999999996,52.03
HBAN.OQ,HUNTGTN BKSHR,Financials,5,65.36,53.879999999999995,38.89,45.11,54.72
GSHD.OQ,GOOSEHED INSURNC,Financials,1,37.87,53.25,40.8,42.230000000000004,43.99
RILY.OQ,B RILEY FNCL,Financials,1,53.89000000000001,53.25,90.85,79.67,62.91
RBNC.OQ,RELIANT BANCORP,Financials,5,75.51,54.459999999999994,40.56,47.89,59.41
AMK.N,ASSETMARK FNCL,Financials,3,45.39,41.88,30.620000000000005,34.53,40.47
OMF.N,ONEMAIN HOLDINGS,Financials,1,60.089999999999996,63.13999999999999,50.09,53.55,58.660000000000004
TRST.OQ,TRUSTCO BNK,Financials,5,69.76,52.370000000000005,31.59,40.43,54.13
ABCB.OQ,AMERIS BANCORP,Financials,1,74.83999999999999,50.64999999999999,42.870000000000005,48.83,58.379999999999995
ISBC.OQ,INVESTORS BANCOR,Financials,5,67.47,53.790000000000006,45.32,49.91,57.14
NBHC.N,NATIONAL BAK HLD,Financials,5,66.92,52.5,42.19,47.44,55.69
MSBI.OQ,MIDLND STS BNCRP,Financials,5,72.50999999999999,52.480000000000004,32.9,41.78,55.60000000000001
EVR.N,EVERCORE INC,Financials,1,73.09,53.25,59.18,60.370000000000005,62.67
WHG.N,WESTWOOD HLDGS,Financials,5,42.08,53.25,15.5,25.15,39.35
CURO.N,CURO GROUP HLDNG,Financials,1,70.52000000000001,46.39,41.75,46.760000000000005,54.879999999999995
EVBN.A,EVANS BANCORP,Financials,5,73.92999999999999,53.14,30.59,40.48,55.82
WDR.N,WADDELL & REED,Financials,1,65.0,59.39,62.44,62.370000000000005,62.4
CG.OQ,THE CRLYL GP INC,Financials,5,47.510000000000005,65.88000000000001,45.21,48.66,53.36
SASR.OQ,SANDY SPRING,Financials,5,63.63999999999999,53.37,41.13,46.339999999999996,54.42
PDLB.OQ,PDL CMNTY BNCRP,Financials,5,54.120000000000005,53.25,32.519999999999996,38.87,48.42
CFFN.OQ,CAPITOL FED,Financials,5,62.61,53.410000000000004,45.800000000000004,49.46,55.19
LMND.N,LEMONADE INC ORD,Financials,4,40.410000000000004,53.25,86.92999999999999,74.9,56.54
UBSI.OQ,UTD BANKSHARS,Financials,5,77.63,49.03,36.95,44.86,57.45
BCML.OQ,BAYCOM CORP,Financials,5,80.78,51.459999999999994,28.63,39.87,57.48
TCBI.OQ,TEXAS CAPITAL,Financials,5,64.25999999999999,48.67,42.83,46.92,53.44
BUSE.OQ,FST BUSEY CORP,Financials,5,81.3,52.14,34.949999999999996,44.48,59.51
MOFG.OQ,MIDWESTONE FINCL,Financials,5,62.43,51.85999999999999,34.1,41.010000000000005,51.65
FBK.N,FB FINANCIAL CRP,Financials,5,58.9,51.980000000000004,39.75,44.46,51.690000000000005
AROW.OQ,ARROW FINAN,Financials,5,74.45,56.620000000000005,39.76,47.49,59.540000000000006
CAC.OQ,CAMDEN NATIONL,Financials,5,68.19,53.580000000000005,37.45,44.48,55.38999999999999
EV.N,EATON VANCE,Financials,1,47.23,59.599999999999994,67.46,63.239999999999995,56.620000000000005
PRAA.OQ,PRA GROUP INC,Financials,5,66.4,53.25,34.92,42.39,53.93
CNBKA.OQ,CENTURY BNCP A,Financials,5,81.83,53.25,39.61,47.99,61.27
FNF.N,FID NATL FINAN,Financials,5,71.99,57.940000000000005,33.2,42.730000000000004,57.379999999999995
WTFC.OQ,WINTRUST FINCL,Financials,5,70.49,48.620000000000005,36.449999999999996,43.38,54.33
NYCB.N,NY COMM BANCORP,Financials,5,76.5,52.28,38.79,46.47,58.589999999999996
BRMK.N,BROADMARK REALTY,Financials,5,75.85,53.25,37.44,45.57,58.34
VIRT.OQ,VIRTU FINANCIL A,Financials,1,68.46,53.25,86.08,78.51,67.54
INBK.OQ,FIRST INTERNET B,Financials,5,76.82,56.58,55.34,58.75,64.37
TCF.OQ,TCF FINANCL CORP,Financials,5,65.11,47.61,31.430000000000003,38.91,50.57000000000001
RMBI.OQ,RCHMND MTL BNCRP,Financials,5,69.85,53.25,36.29,43.87,55.65
BEN.N,FRANKLIN RES,Financials,1,66.5,41.99,43.5,46.72,52.17
MORN.OQ,MORNINGSTAR,Financials,4,46.98,53.25,63.85999999999999,59.74,53.400000000000006
HTBI.OQ,HOME TRST BNCSHR,Financials,5,72.11999999999999,50.9,39.75,46.28,56.599999999999994
NODK.OQ,NI HOLDINGS INC,Financials,5,77.08,53.25,48.809999999999995,53.72,61.67
SEIC.OQ,SEI INVEST CO,Financials,5,55.78999999999999,53.25,33.51,39.81,49.33
MMC.N,MARSH & MCLENNAN,Financials,1,51.53,56.230000000000004,41.72,45.37,50.72
ERIE.OQ,ERIE INDEMNITY,Financials,4,45.46,53.25,69.65,63.56,54.24
KMPR.N,KEMPER CORPORATN,Financials,5,76.75999999999999,53.94,40.69,48.089999999999996,59.760000000000005
SF.N,STIFEL FINANCIAL,Financials,5,72.46000000000001,53.99,52.400000000000006,55.65,60.980000000000004
DCOM.OQ^A21,,Financials,5,72.38,53.25,31.66,41.010000000000005,55.50000000000001
TFSL.OQ,TFS FIN CORP,Financials,5,48.809999999999995,48.85,43.56,45.14,47.510000000000005
ARES.N,ARES MANAGNT,Financials,4,40.22,72.28999999999999,55.95,56.04,55.379999999999995
FIBK.OQ,FIRST INTST BA A,Financials,5,78.06,51.68000000000001,44.45,50.57000000000001,60.419999999999995
BFST.OQ,BUSINESS FIR ORD,Financials,5,74.42,50.36000000000001,32.0,41.120000000000005,55.400000000000006
LKFN.OQ,LAKELAND FINL,Financials,5,60.01,55.910000000000004,56.410000000000004,56.87,57.67
PNFP.OQ,PINNACLE FINL,Financials,5,68.01,50.260000000000005,46.660000000000004,50.4,56.46
DHIL.OQ,DIAMOND HILL IN,Financials,5,74.14,53.25,44.89,50.529999999999994,59.519999999999996
NLY.N,ANNALY CAP MNGT,Financials,5,40.19,53.790000000000006,39.47,41.72,44.769999999999996
AFL.N,AFLAC INC,Financials,5,88.33,53.49,37.59,47.589999999999996,63.449999999999996
FRC.N,FRST REPBLIC BNK,Financials,5,58.709999999999994,56.19,53.22,54.49,56.45
LBAI.OQ,LAKELAND BANCP,Financials,5,69.46,53.269999999999996,38.48,45.35,56.05
OVBC.OQ,OH VALLEY BANC,Financials,5,76.25,53.25,32.67,42.29,57.31
APO.N,APOLLO GB MGT A,Financials,5,43.68,60.33,40.08,43.66,48.61
DFIN.N,DONNELLEY FINCL,Financials,1,61.8,53.25,75.02,69.77,62.11
FNB.N,FNB CORPORATION,Financials,5,73.78,48.74,35.39,43.15,55.42
FCF.N,FST COMNWLTH FIN,Financials,5,64.66,52.68000000000001,38.019999999999996,44.21,53.81
FMBH.OQ,FIRST MID BNCSHR,Financials,5,77.56,54.74,43.62,50.38,61.09
SYF.N,SYNCHRONY FIN,Financials,5,69.71000000000001,58.5,38.84,46.42,58.07
AJX.N,GREAT AJAX CORP,Financials,5,63.18,53.25,25.080000000000002,35.02,50.18
STWD.N,STRWOOD PROPTY,Financials,5,53.169999999999995,52.75,32.879999999999995,38.9,47.949999999999996
FFBC.OQ,FST FIN BNCP,Financials,5,73.61,50.13999999999999,35.8,43.62,55.94
WBS.N,WEBSTER FINL CP,Financials,5,62.06,51.61,38.129999999999995,43.74,52.42
GL.N,GLOBE LIFE INC,Financials,5,76.49000000000001,53.510000000000005,35.53,44.37,58.199999999999996
PWOD.OQ,PENNS WOODS BNC,Financials,5,70.75,53.25,31.89,40.92,54.910000000000004
JEF.N,JEFFERES FINANCL,Financials,5,71.97,47.92,49.75,52.81,57.99999999999999
MCO.N,MOODY'S,Financials,5,48.41,66.41,44.0,48.02,53.61
ICE.N,INTRCTNTL EXCHNG,Financials,3,51.07000000000001,50.839999999999996,51.53,51.349999999999994,51.1
FHB.OQ,FIRST HAWAIIAN,Financials,5,67.47,48.91,36.28,42.85,53.18000000000001
NNI.N,NELNET INC,Financials,5,54.0,54.89000000000001,51.839999999999996,52.62,53.769999999999996
AXP.N,AMER EXPRESS CO,Financials,1,47.75,45.629999999999995,39.56,41.699999999999996,44.96
FBIZ.OQ,FIRST BUSI FINCL,Financials,5,70.6,53.73,35.22,43.309999999999995,55.85
TBK.OQ,TRIUMPH BANCORP,Financials,5,57.48,54.72,68.73,64.94,59.330000000000005
EIG.N,EMPLOYERS HLDG,Financials,5,86.9,54.83,40.28,49.45,64.02
RNST.OQ,RENASANT,Financials,5,60.49,48.36,45.25,48.0,52.43
GS.N,GOLDM SACHS GRP,Financials,1,59.660000000000004,70.35,50.449999999999996,54.82,61.1
FFIC.OQ,FLUSHING FINL,Financials,5,64.75999999999999,54.690000000000005,43.13,48.11,55.82
OPBK.OQ,OPEN BANCORP,Financials,5,70.07,57.31,41.04,47.83,58.34
SC.N,SANTNDR CNSMR US,Financials,5,62.08,59.01,44.800000000000004,49.53,56.69
LADR.N,LADDER CPTL CRP,Financials,5,54.11,43.32,13.23,23.880000000000003,40.11
WLTW.OQ,WLS TWR WTSN LTD,Financials,5,53.47,54.52,46.910000000000004,49.04,52.2
WD.N,WALKER & DUNLOP,Financials,1,62.980000000000004,59.51,59.550000000000004,60.06,60.91
PLMR.OQ,PALOMAR HLDG INC,Financials,4,43.65,76.84,84.3,77.08,65.42999999999999
SI.N,SILVERGATE CAPTL,Financials,5,47.97,52.949999999999996,40.03,43.16,47.73
STL.N,STERLING BANCP,Financials,5,67.85,48.65,35.53,42.35,53.05
APAM.N,ARTSN PRTNR ASST,Financials,5,59.440000000000005,53.25,62.2,60.440000000000005,57.96
WSBC.OQ,WESBANCO,Financials,5,69.61,49.669999999999995,36.03,43.120000000000005,54.24
EBC.OQ,ESTRN BNKSHR ORD,Financials,5,54.66,51.09,59.79,57.709999999999994,54.690000000000005
AMTB.OQ,AMRNT BNCRP IN A,Financials,5,71.77,51.580000000000005,34.54,42.68,55.400000000000006
TREE.OQ,LENDINGTREE ORD,Financials,1,39.82,54.86,38.629999999999995,41.25,44.79
HCI.N,HCI GROUP INC,Financials,5,62.72,59.17,55.97,57.46,59.79
MBWM.OQ,MERCANTILE BANK,Financials,5,75.11,51.1,34.589999999999996,43.15,56.58
MRLN.OQ,MARLIN BUS SVC,Financials,5,53.32,53.25,31.14,37.78,47.75
AFG.N,AMER FINL GRP,Financials,5,81.78999999999999,53.839999999999996,43.24,50.61,62.370000000000005
RKT.N,RCKT CMPNS A ORD,Financials,5,64.46,53.25,33.73,41.27,52.86
UVSP.OQ,UNIVEST FNCL CRP,Financials,5,68.85,52.07000000000001,40.17,46.26,55.81
BKU.N,BANKUNITED,Financials,1,71.85000000000001,51.370000000000005,44.440000000000005,49.59,57.830000000000005
VALU.OQ,VALUE LINE INC,Financials,5,50.79,53.25,52.22,52.16,52.01
FBNC.OQ,FIRST BANCORP,Financials,5,67.63,50.7,39.019999999999996,45.06,54.55
ABTX.OQ,ALLEGIANC BANSHA,Financials,5,70.94,50.82,40.32,46.489999999999995,56.24
ARI.N,APOLO COMRCL REF,Financials,5,57.35,51.7,29.92,37.3,48.52
EBTC.OQ,ENTERPRISE BNCP,Financials,5,78.63,53.25,39.97,47.760000000000005,60.08
FULT.OQ,FULTON FIN CP,Financials,5,72.44,51.99,39.68,46.44,57.089999999999996
GDOT.N,GREEN DT CL A,Financials,4,47.99,49.45,82.57,72.42,57.14
HMST.OQ,HOMESTREET INC,Financials,5,71.99,54.55,51.27,54.87,60.709999999999994
IHC.N,INDEPENDENCE HLD,Financials,5,50.449999999999996,53.25,41.93,44.91,49.3
CNOB.OQ,CONNECTONE BANC,Financials,5,69.38,51.470000000000006,35.949999999999996,43.29,54.75
BLK.N,BLACKROCK INC,Financials,4,53.82,76.29,56.10000000000001,58.79,62.260000000000005
RE.N,EVEREST RE GP,Financials,5,69.86,52.239999999999995,37.97,44.89,55.720000000000006
CSTR.OQ,CAPSTAR FIN HLD,Financials,5,79.19,51.739999999999995,39.72,47.44,59.709999999999994
FMBI.OQ,FST MIDWEST,Financials,5,74.53,49.33,32.23,41.14,55.13
AON.N,AON PLC,Financials,1,50.09,76.17,44.58,50.13999999999999,57.84
NTRS.OQ,NORTHERN TRUST,Financials,5,50.29,55.33,37.75,42.27,48.92
JRVR.OQ,JAMES RVR GRP,Financials,5,60.79,55.910000000000004,52.690000000000005,54.39000000000001,57.06
HIFS.OQ,HINGHAM INST,Financials,5,72.88,53.25,49.559999999999995,53.61,60.18
BXMT.N,BLACKSTONE MORTG,Financials,5,68.83,51.790000000000006,30.72,39.6,53.339999999999996
PFIS.OQ,PEOPLES FINANCIA,Financials,5,80.47,53.25,41.0,48.76,61.08
SFNC.OQ,SIMMONS FST A,Financials,5,72.77,51.55,44.37,49.71,58.24
PPBI.OQ,PACFIC PREMR BN,Financials,5,67.03,50.64999999999999,48.38,51.519999999999996,56.64
SNV.N,SYNOVUS FINANCIA,Financials,1,73.58,52.01,42.480000000000004,48.57,58.26
CBOE.Z,CBOE GLOBAL MKT,Financials,1,57.120000000000005,57.230000000000004,34.13,41.04,51.41
NKSH.OQ,NATL BANKSHARES,Financials,5,69.1,53.410000000000004,36.4,43.86,55.43
FFIN.OQ,FST FIN BNKSHS,Financials,5,49.980000000000004,55.059999999999995,50.78,51.300000000000004,51.959999999999994
CACC.OQ,CREDIT ACCEPT,Financials,5,62.94,61.339999999999996,30.03,39.660000000000004,54.15
BWFG.OQ,BANKWELL FINANCI,Financials,5,70.26,55.269999999999996,32.98,41.92,55.69
UBFO.OQ,UTD SEC BNCSHS,Financials,5,52.739999999999995,53.25,32.17,38.42,47.78
CTBI.OQ,COMMUNITY TST,Financials,5,68.13,53.2,37.97,44.78,55.36
HLI.N,HOULIHAN LOKEY,Financials,1,59.75,64.73,56.620000000000005,58.3,60.709999999999994
PFS.N,PROVIDENT FINL,Financials,5,65.42,51.18000000000001,35.54,42.370000000000005,52.96999999999999
NWBI.OQ,NORTHWST BANCSHR,Financials,5,64.85,54.74,40.19,46.07,55.15
SFBS.OQ,SRVSFRST BNCSHRS,Financials,5,61.809999999999995,57.24,47.23,50.92,56.56
CCBG.OQ,CAPITAL CITY BK,Financials,5,72.97,52.83,33.839999999999996,42.559999999999995,56.14
BWB.OQ,BRIDGEWATER BSRS,Financials,5,76.92,56.720000000000006,46.04,52.27,62.129999999999995
CFB.OQ,CROSFIRST BANKSH,Financials,5,69.78999999999999,55.02,40.78,47.27,57.37
ACRE.N,ARES COMR RL EST,Financials,5,53.09,51.370000000000005,34.589999999999996,39.879999999999995,47.870000000000005
BRP.OQ,BRP GROUP INC A,Financials,4,36.0,53.25,68.17999999999999,61.11,50.080000000000005
FCCY.OQ,1ST CONSTITUTIN,Financials,5,76.35,53.839999999999996,36.8,45.29,58.589999999999996
TROW.OQ,T ROWE PRICE GP,Financials,3,68.46,65.59,52.49,56.85,63.46000000000001
GOCO.OQ,GOHLTH INC A ORD,Financials,5,39.82,67.06,32.22,38.58,47.449999999999996
MCB.N,METRPLTN BNK HLD,Financials,5,74.06,54.63,39.17,46.72,58.540000000000006
RJF.N,RAYMOND JAMES,Financials,3,53.080000000000005,57.08,49.4,51.11,53.559999999999995
UCBI.OQ,UTD CMNTY BKS,Financials,5,67.30000000000001,51.790000000000006,43.11,48.04,55.82
ESNT.N,ESSENT GROUP LTD,Financials,1,68.08,45.129999999999995,33.160000000000004,40.19,51.32
RNR.N,RENAISSANCERE,Financials,5,83.42,57.58,36.85,46.949999999999996,62.739999999999995
RF.N,REGIONS FINANCL,Financials,5,66.27,50.8,45.07,49.11,55.559999999999995
CBSH.OQ,COMMERCE BANCS,Financials,5,63.160000000000004,55.00000000000001,45.98,49.91,56.010000000000005
CZNC.OQ,CITIZENS NORTHRN,Financials,5,68.46,55.82,37.980000000000004,45.23,56.410000000000004
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
BFC.OQ,BANK FIRST CORP,Financials,5,64.78,56.53,44.59,49.41,56.84
ONB.OQ,OLD NATNAL BAN,Financials,5,70.19,51.55,41.69,47.449999999999996,56.54
ORC.N,ORCHID ISLD CAP,Financials,5,47.14,53.25,41.85,44.35,47.96
ACGL.OQ,ARCH CAPITAL GP,Financials,5,81.03,56.04,33.5,44.01,60.4
PJT.N,PJT PARTNERS INC,Financials,5,68.46,53.25,63.13999999999999,62.45,61.809999999999995
FRME.OQ,FST MERCHANTS,Financials,5,67.75999999999999,51.160000000000004,40.760000000000005,46.37,55.2
AGNC.OQ,AGNC INVESTMENT,Financials,5,46.1,54.86,41.57,44.25,48.04
SBNY.OQ,SIGNATURE BANK,Financials,1,64.35,48.58,56.06,56.18,56.76
BHB.A,BAR HARBOR BK,Financials,5,68.46,53.25,42.05,47.69,56.53
RWT.N,REDWOOD TRUST,Financials,5,69.72,57.87,26.419999999999998,37.63,54.74
PB.N,PRSPRTY BNCSHRS,Financials,5,74.45,50.529999999999994,38.279999999999994,45.540000000000006,57.03
BANC.N,BANC OF CALIFORN,Financials,5,61.57,47.67,39.410000000000004,43.97,51.160000000000004
TPRE.N,THIRD POINT RENS,Financials,5,73.53,53.25,36.74,44.74,57.24
HOMB.OQ,HOME BANCSHARES,Financials,5,66.0,50.970000000000006,45.050000000000004,49.08,55.50000000000001
OBNK.OQ,ORIGIN BANCORP,Financials,5,73.42999999999999,52.61,35.96,44.080000000000005,56.779999999999994
BOKF.OQ,BOK FINAN CORP,Financials,5,68.46,49.64,36.82,43.49,53.959999999999994
LAZ.N,LAZARD,Financials,5,61.050000000000004,53.080000000000005,37.81,43.580000000000005,52.449999999999996
L.N,LOEWS CORP,Financials,5,55.15,53.25,38.269999999999996,43.05,50.260000000000005
QCRH.OQ,QCR HOLDINGS,Financials,5,83.56,53.339999999999996,38.06,47.18,61.61
MKL.N,MARKEL CORP,Financials,5,69.89999999999999,57.29,40.32,47.3,58.089999999999996
TW.OQ,TRADEWB MRKT INC,Financials,1,51.74999999999999,63.849999999999994,59.309999999999995,58.85,57.879999999999995
GABC.OQ,GERMAN AM BANCP,Financials,5,66.29,54.04,44.13,48.94,56.46
PGC.OQ,PEAPCK-GLDSTN FN,Financials,5,68.41000000000001,50.41,33.89,41.55,53.480000000000004
CCB.OQ,COASTAL FNCL CRP,Financials,5,61.870000000000005,53.06999999999999,50.12,52.33,55.85
TFC.N,TRST FINANCL ORD,Financials,5,68.46,52.14,38.35,44.93,55.22
ZION.OQ,ZION BNCORPRT NA,Financials,5,69.15,49.41,36.620000000000005,43.419999999999995,54.11
IBTX.OQ,INDPNDNT BNK GRP,Financials,5,67.71000000000001,47.61,45.06,48.84,55.010000000000005
OZK.OQ,BANK OZK,Financials,5,79.49000000000001,48.809999999999995,48.77,53.38,61.07
NTB.N,THE BNK BTFD SON,Financials,5,65.14999999999999,53.239999999999995,31.209999999999997,39.61,52.5
HTLF.OQ,HEARTLAND FINCL,Financials,5,73.39,50.51,35.68,43.56,55.95
TOWN.OQ,TOWNEBANK,Financials,5,73.63,50.23,39.92,46.53,57.010000000000005
WABC.OQ,WESTAMER BNCRP,Financials,5,66.3,54.58,38.85,45.33,55.34
TRUP.OQ,TRUPANION INC,Financials,1,38.04,53.25,40.97,42.38,44.1
EWBC.OQ,EAST WEST BANCP,Financials,1,70.36,51.54,51.01,53.99,58.93000000000001
BMRC.OQ,BK OF MARIN BNCP,Financials,5,76.7,52.64,36.120000000000005,44.690000000000005,58.14
ARGO.N,ARGO GP INTL HLG,Financials,5,33.86,51.09,28.060000000000002,32.379999999999995,38.440000000000005
BOCH.OQ,BANK OF COMMRCE,Financials,5,73.22999999999999,39.54,41.36,45.87,53.47
BY.N,BYLINE BNCRP ORD,Financials,5,64.28,53.400000000000006,36.07,42.9,53.42
PROS.N,PROSIGHT GBL INC,Financials,5,69.95,55.81,38.73,45.97,57.19
CPF.N,CNTL PAC FINL CP,Financials,5,73.02,50.31,29.909999999999997,39.43,54.290000000000006
BOH.N,BK OF HAWAII,Financials,5,57.709999999999994,55.43,37.4,43.15,51.839999999999996
FAF.N,FIRST AMERICAN,Financials,5,68.46,54.400000000000006,37.16,44.440000000000005,55.71
AMG.N,AFFLTED MANAGERS,Financials,1,57.36,57.36,66.55,63.79,59.650000000000006
BFIN.OQ,BANKFINANCIAL,Financials,5,73.71,52.96999999999999,34.96,43.480000000000004,56.76
VLY.OQ,VALLEY NTNL BNCP,Financials,5,68.02,51.92,42.53,47.760000000000005,56.010000000000005
AC.N,ASSCATD CPTL GRP,Financials,5,49.28,53.25,32.95,38.45,46.589999999999996
TBNK.OQ,TERTORAL BANCORP,Financials,5,70.17999999999999,52.94,38.16,45.18,56.14
BPOP.OQ,POPULAR INC,Financials,5,80.69,51.78,44.89,51.29,61.62
SRCE.OQ,FIRST SOURCE,Financials,5,67.36999999999999,52.07000000000001,34.71,42.21,53.849999999999994
FVCB.OQ,FVCBANKCORP INC,Financials,5,67.61,53.44,45.629999999999995,50.1,57.15
ISTR.OQ,INVESTAR HOLD,Financials,5,72.34,54.61,34.33,43.08,56.63
BAC.N,BANK OF AMERICA,Financials,1,69.05,38.940000000000005,34.35,40.239999999999995,49.830000000000005
ACBI.OQ,ATL CAP BANCS IN,Financials,3,68.58999999999999,67.86,44.62,51.7,62.339999999999996
SCHW.N,CHRLS SCHWB CRP,Financials,1,47.68,57.730000000000004,48.77,49.95,51.470000000000006
CIA.N,CITIZENS INC A,Financials,5,57.18,53.25,43.28,46.86,52.33
HTBK.OQ,HERITAGE COMMRC,Financials,5,71.89999999999999,47.88,31.4,39.95,53.37
GCBC.OQ,GREENE COUNTY,Financials,5,73.72999999999999,53.25,39.31,46.56,57.96
COWN.OQ,COWEN INC,Financials,1,68.46,52.16,67.89,65.61,62.61
NWFL.OQ,NORWOOD FINL,Financials,5,69.07,53.25,32.06,40.79,54.279999999999994
BRKL.OQ,BROOKLINE BNCP,Financials,5,71.28999999999999,53.769999999999996,38.01,45.36,56.84
DCOM.OQ,DIME COMMNTY ORD,Financials,5,58.58,54.2,32.65,39.77,50.56
ITIC.OQ,INVESTORS TITL,Financials,5,81.96,53.25,45.050000000000004,51.82,62.69
HASI.N,HNN ARMSTRNG STN,Financials,4,42.53,50.17,71.1,63.67,52.349999999999994
PEBO.OQ,PEOPLE BANCORP,Financials,5,68.77,52.54,41.3,47.11,56.220000000000006
MTG.N,MGIC INV CP,Financials,5,81.47999999999999,51.7,30.8,41.54,58.39
AUB.OQ,ATLNTC UNI BNKSH,Financials,5,68.62,49.0,38.62,44.68,54.25
SLQT.N,SLCTQUOT INC ORD,Financials,1,54.290000000000006,62.64999999999999,42.96,47.61,54.379999999999995
CCNE.OQ,CNB FINANCIAL,Financials,5,70.07,54.120000000000005,31.669999999999998,40.8,54.89000000000001
GNTY.OQ,GUARANTY BNCSHRS,Financials,5,69.96,56.379999999999995,50.370000000000005,54.21,60.309999999999995
GHL.N,GREENHILL,Financials,5,75.01,53.25,35.32,43.96,57.47
